category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.pl_PL,name.cs_CZ,name.sk_SK,meta_title.pl_PL,meta_title.cs_CZ,meta_title.sk_SK,meta_description.pl_PL,meta_description.cs_CZ,meta_description.sk_SK,meta_keywords.pl_PL,meta_keywords.cs_CZ,meta_keywords.sk_SK,category_image_name.pl_PL,category_image_name.cs_CZ,category_image_name.sk_SK
SUB_11004_09,SUB_11004,Suits for men,Suits for men,Suits for men,Suits for men,1,1,1,1,0,1,,Catalog (default),,Garnitury męskie,Herrenanzüge,Herrenanzüge,Garnitury męskie,Herrenanzüge,Herrenanzüge,Garnitury męskie,Herrenanzüge,Herrenanzüge,Garnitury męskie,Herrenanzüge,Herrenanzüge,,,
SUB_11005,MC_11001,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,1,1,1,1,0,1,,Catalog (default),,Odzież dziecięca,Bekleidung für Kinder,Bekleidung für Kinder,Odzież dziecięca,Bekleidung für Kinder,Bekleidung für Kinder,Odzież dziecięca,Bekleidung für Kinder,Bekleidung für Kinder,Odzież dziecięca,Bekleidung für Kinder,Bekleidung für Kinder,,,
SUB_11005_01,SUB_11005,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,1,1,1,1,0,1,,Catalog (default),,Kurtki i Płaszcze,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kurtki i Płaszcze,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kurtki i Płaszcze,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kurtki i Płaszcze,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,,,
SUB_11005_02,SUB_11005,Kids Pants,Kids Pants,Kids Pants,Kids Pants,1,1,1,1,0,1,,Catalog (default),,Spodnie dziecięce,Kinderhosen,Kinderhosen,Spodnie dziecięce,Kinderhosen,Kinderhosen,Spodnie dziecięce,Kinderhosen,Kinderhosen,Spodnie dziecięce,Kinderhosen,Kinderhosen,,,
SUB_11005_03,SUB_11005,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,1,1,1,1,0,1,,Catalog (default),,Koszule dziecięce,Kindershirts,Kindershirts,Koszule dziecięce,Kindershirts,Kindershirts,Koszule dziecięce,Kindershirts,Kindershirts,Koszule dziecięce,Kindershirts,Kindershirts,,,
SUB_11005_04,SUB_11005,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,1,1,1,1,0,1,,Catalog (default),,Sukienki dziecięce,Kinderkleider,Kinderkleider,Sukienki dziecięce,Kinderkleider,Kinderkleider,Sukienki dziecięce,Kinderkleider,Kinderkleider,Sukienki dziecięce,Kinderkleider,Kinderkleider,,,
SUB_11005_05,SUB_11005,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,1,1,1,1,0,1,,Catalog (default),,Swetry dziecięce,Kinderpullover,Kinderpullover,Swetry dziecięce,Kinderpullover,Kinderpullover,Swetry dziecięce,Kinderpullover,Kinderpullover,Swetry dziecięce,Kinderpullover,Kinderpullover,,,
SUB_11005_06,SUB_11005,Children underwear,Children underwear,Children underwear,Children underwear,1,1,1,1,0,1,,Catalog (default),,Bielizna dziecięca,Kinderunterwäsche,Kinderunterwäsche,Bielizna dziecięca,Kinderunterwäsche,Kinderunterwäsche,Bielizna dziecięca,Kinderunterwäsche,Kinderunterwäsche,Bielizna dziecięca,Kinderunterwäsche,Kinderunterwäsche,,,
SUB_11005_07,SUB_11005,Children swimwear,Children swimwear,Children swimwear,Children swimwear,1,1,1,1,0,1,,Catalog (default),,Stroje kąpielowe dziecięce,Kinderbademode,Kinderbademode,Stroje kąpielowe dziecięce,Kinderbademode,Kinderbademode,Stroje kąpielowe dziecięce,Kinderbademode,Kinderbademode,Stroje kąpielowe dziecięce,Kinderbademode,Kinderbademode,,,
SUB_11005_08,SUB_11005,Children accessories,Children accessories,Children accessories,Children accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria dziecięce,Kinderaccessoires,Kinderaccessoires,Akcesoria dziecięce,Kinderaccessoires,Kinderaccessoires,Akcesoria dziecięce,Kinderaccessoires,Kinderaccessoires,Akcesoria dziecięce,Kinderaccessoires,Kinderaccessoires,,,
SUB_11006,MC_11001,Handicrafts,Handicrafts,Handicrafts,Handicrafts,1,1,1,1,0,1,,Catalog (default),,Rękodzieło,Handarbeit,Handarbeit,Rękodzieło,Handarbeit,Handarbeit,Rękodzieło,Handarbeit,Handarbeit,Rękodzieło,Handarbeit,Handarbeit,,,
SUB_11007,MC_11001,"Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags",1,1,1,1,0,1,,Catalog (default),,"Walizki, plecaki i torby","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Walizki, plecaki i torby","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Walizki, plecaki i torby","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Walizki, plecaki i torby","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen",,,
SUB_11008,MC_11001,Jewelry,Jewelry,Jewelry,Jewelry,1,1,1,1,0,1,,Catalog (default),,Biżuteria,Schmuck,Schmuck,Biżuteria,Schmuck,Schmuck,Biżuteria,Schmuck,Schmuck,Biżuteria,Schmuck,Schmuck,,,
SUB_11009,MC_11001,Shoes,Shoes,Shoes,Shoes,1,1,1,1,0,1,,Catalog (default),,Buty,Schuhe,Schuhe,Buty,Schuhe,Schuhe,Buty,Schuhe,Schuhe,Buty,Schuhe,Schuhe,,,
SUB_11009_01,SUB_11009,Shoes for men,Shoes for men,Shoes for men,Shoes for men,1,1,1,1,0,1,,Catalog (default),,Obuwie męskie,Herrenschuhe,Herrenschuhe,Obuwie męskie,Herrenschuhe,Herrenschuhe,Obuwie męskie,Herrenschuhe,Herrenschuhe,Obuwie męskie,Herrenschuhe,Herrenschuhe,,,
SUB_11009_02,SUB_11009,Shoes for women,Shoes for women,Shoes for women,Shoes for women,1,1,1,1,0,1,,Catalog (default),,Obuwie damskie,Damenschuhe,Damenschuhe,Obuwie damskie,Damenschuhe,Damenschuhe,Obuwie damskie,Damenschuhe,Damenschuhe,Obuwie damskie,Damenschuhe,Damenschuhe,,,
SUB_11009_03,SUB_11009,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,1,1,1,1,0,1,,Catalog (default),,Obuwie dziecięce,Kinderschuhe,Kinderschuhe,Obuwie dziecięce,Kinderschuhe,Kinderschuhe,Obuwie dziecięce,Kinderschuhe,Kinderschuhe,Obuwie dziecięce,Kinderschuhe,Kinderschuhe,,,
SUB_11009_04,SUB_11009,Sneakers,Sneakers,Sneakers,Sneakers,1,1,1,1,0,1,,Catalog (default),,Sneakersy,Sneakers,Sneakers,Sneakersy,Sneakers,Sneakers,Sneakersy,Sneakers,Sneakers,Sneakersy,Sneakers,Sneakers,,,
SUB_11009_05,SUB_11009,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,1,1,1,1,0,1,,Catalog (default),,Buty dla każdego,Schuhe für Jeden,Schuhe für Jeden,Buty dla każdego,Schuhe für Jeden,Schuhe für Jeden,Buty dla każdego,Schuhe für Jeden,Schuhe für Jeden,Buty dla każdego,Schuhe für Jeden,Schuhe für Jeden,,,
SUB_11010,MC_11001,Watches,Watches,Watches,Watches,1,1,1,1,0,1,,Catalog (default),,Zegarki,Uhren,Uhren,Zegarki,Uhren,Uhren,Zegarki,Uhren,Uhren,Zegarki,Uhren,Uhren,,,
SUB_11011,MC_11001,Work clothing,Work clothing,Work clothing,Work clothing,1,1,1,1,0,1,,Catalog (default),,Odzież robocza,Arbeitsbekleidung,Arbeitsbekleidung,Odzież robocza,Arbeitsbekleidung,Arbeitsbekleidung,Odzież robocza,Arbeitsbekleidung,Arbeitsbekleidung,Odzież robocza,Arbeitsbekleidung,Arbeitsbekleidung,,,
SUB_11012,MC_11001,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,1,1,1,1,0,1,,Catalog (default),,Odzież dla każdego,Bekleidung für Jeden,Bekleidung für Jeden,Odzież dla każdego,Bekleidung für Jeden,Bekleidung für Jeden,Odzież dla każdego,Bekleidung für Jeden,Bekleidung für Jeden,Odzież dla każdego,Bekleidung für Jeden,Bekleidung für Jeden,,,
SUB_11012_01,SUB_11012,"Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats",1,1,1,1,0,1,,Catalog (default),,"Garnitury, kurtki i płaszcze","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Garnitury, kurtki i płaszcze","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Garnitury, kurtki i płaszcze","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Garnitury, kurtki i płaszcze","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel",,,
SUB_11012_02,SUB_11012,T-Shirts,T-Shirts,T-Shirts,T-Shirts,1,1,1,1,0,1,,Catalog (default),,T-Shirty,T-Shirts,T-Shirts,T-Shirty,T-Shirts,T-Shirts,T-Shirty,T-Shirts,T-Shirts,T-Shirty,T-Shirts,T-Shirts,,,
SUB_11012_03,SUB_11012,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,1,1,1,1,0,1,,Catalog (default),,Koszule i bluzki,Hemden & Blusen,Hemden & Blusen,Koszule i bluzki,Hemden & Blusen,Hemden & Blusen,Koszule i bluzki,Hemden & Blusen,Hemden & Blusen,Koszule i bluzki,Hemden & Blusen,Hemden & Blusen,,,
SUB_11012_04,SUB_11012,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,1,1,1,1,0,1,,Catalog (default),,Swetry i bluzy,Pullver & Hoodies,Pullver & Hoodies,Swetry i bluzy,Pullver & Hoodies,Pullver & Hoodies,Swetry i bluzy,Pullver & Hoodies,Pullver & Hoodies,Swetry i bluzy,Pullver & Hoodies,Pullver & Hoodies,,,
SUB_11012_05,SUB_11012,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,1,1,1,1,0,1,,Catalog (default),,Sukienki i spódnice,Kleider & Röcke,Kleider & Röcke,Sukienki i spódnice,Kleider & Röcke,Kleider & Röcke,Sukienki i spódnice,Kleider & Röcke,Kleider & Röcke,Sukienki i spódnice,Kleider & Röcke,Kleider & Röcke,,,
SUB_11012_06,SUB_11012,Underwear,Underwear,Underwear,Underwear,1,1,1,1,0,1,,Catalog (default),,Bielizna,Unterwäsche,Unterwäsche,Bielizna,Unterwäsche,Unterwäsche,Bielizna,Unterwäsche,Unterwäsche,Bielizna,Unterwäsche,Unterwäsche,,,
SUB_11012_07,SUB_11012,Swimwear,Swimwear,Swimwear,Swimwear,1,1,1,1,0,1,,Catalog (default),,Stroje kąpielowe,Bademode,Bademode,Stroje kąpielowe,Bademode,Bademode,Stroje kąpielowe,Bademode,Bademode,Stroje kąpielowe,Bademode,Bademode,,,
MC_12001,shop,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,1,1,1,1,0,1,,Catalog (default),,Sport i czas wolny,Sport & Freizeit,Sport & Freizeit,Sport i czas wolny,Sport & Freizeit,Sport & Freizeit,Sport i czas wolny,Sport & Freizeit,Sport & Freizeit,Sport i czas wolny,Sport & Freizeit,Sport & Freizeit,,,
SUB_12001,MC_12001,Camping,Camping,Camping,Camping,1,1,1,1,0,1,,Catalog (default),,Kamping,Camping,Camping,Kamping,Camping,Camping,Kamping,Camping,Camping,Kamping,Camping,Camping,,,
SUB_12002,MC_12001,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,1,1,1,1,0,1,,Catalog (default),,Hulajnogi i hulajnogi elektryczne,Scooter & E-Scooter,Scooter & E-Scooter,Hulajnogi i hulajnogi elektryczne,Scooter & E-Scooter,Scooter & E-Scooter,Hulajnogi i hulajnogi elektryczne,Scooter & E-Scooter,Scooter & E-Scooter,Hulajnogi i hulajnogi elektryczne,Scooter & E-Scooter,Scooter & E-Scooter,,,
SUB_12003,MC_12001,Bicycle world,Bicycle world,Bicycle world,Bicycle world,1,1,1,1,0,1,,Catalog (default),,świat rowerów,Fahrradwelt,Fahrradwelt,świat rowerów,Fahrradwelt,Fahrradwelt,świat rowerów,Fahrradwelt,Fahrradwelt,świat rowerów,Fahrradwelt,Fahrradwelt,,,
SUB_12003_01,SUB_12003,E-bikes,E-bikes,E-bikes,E-bikes,1,1,1,1,0,1,,Catalog (default),,Rowery elektryczne,E-Bikes,E-Bikes,Rowery elektryczne,E-Bikes,E-Bikes,Rowery elektryczne,E-Bikes,E-Bikes,Rowery elektryczne,E-Bikes,E-Bikes,,,
SUB_12003_02,SUB_12003,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,1,1,1,1,0,1,,Catalog (default),,Rowery górskie,Mountainbikes,Mountainbikes,Rowery górskie,Mountainbikes,Mountainbikes,Rowery górskie,Mountainbikes,Mountainbikes,Rowery górskie,Mountainbikes,Mountainbikes,,,
SUB_12003_03,SUB_12003,Citybikes,Citybikes,Citybikes,Citybikes,1,1,1,1,0,1,,Catalog (default),,Rowery miejskie,Citybikes,Citybikes,Rowery miejskie,Citybikes,Citybikes,Rowery miejskie,Citybikes,Citybikes,Rowery miejskie,Citybikes,Citybikes,,,
SUB_12003_04,SUB_12003,Children bikes,Children bikes,Children bikes,Children bikes,1,1,1,1,0,1,,Catalog (default),,Rowery dziecięce,Kinderfahrräder,Kinderfahrräder,Rowery dziecięce,Kinderfahrräder,Kinderfahrräder,Rowery dziecięce,Kinderfahrräder,Kinderfahrräder,Rowery dziecięce,Kinderfahrräder,Kinderfahrräder,,,
SUB_12003_05,SUB_12003,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria rowerowe,Fahrradzubehör,Fahrradzubehör,Akcesoria rowerowe,Fahrradzubehör,Fahrradzubehör,Akcesoria rowerowe,Fahrradzubehör,Fahrradzubehör,Akcesoria rowerowe,Fahrradzubehör,Fahrradzubehör,,,
SUB_12004,MC_12001,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,1,1,1,1,0,1,,Catalog (default),,GPS i akcesoria,GPS & Wearables,GPS & Wearables,GPS i akcesoria,GPS & Wearables,GPS & Wearables,GPS i akcesoria,GPS & Wearables,GPS & Wearables,GPS i akcesoria,GPS & Wearables,GPS & Wearables,,,
SUB_12005,MC_12001,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,1,1,1,1,0,1,,Catalog (default),,Rękodzieło i rzemiosło,Handarbeit & Basteln,Handarbeit & Basteln,Rękodzieło i rzemiosło,Handarbeit & Basteln,Handarbeit & Basteln,Rękodzieło i rzemiosło,Handarbeit & Basteln,Handarbeit & Basteln,Rękodzieło i rzemiosło,Handarbeit & Basteln,Handarbeit & Basteln,,,
SUB_12006,MC_12001,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,1,1,1,1,0,1,,Catalog (default),,Medytacja i ezoteryka,Meditation & Esoterik,Meditation & Esoterik,Medytacja i ezoteryka,Meditation & Esoterik,Meditation & Esoterik,Medytacja i ezoteryka,Meditation & Esoterik,Meditation & Esoterik,Medytacja i ezoteryka,Meditation & Esoterik,Meditation & Esoterik,,,
SUB_12007,MC_12001,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,1,1,1,1,0,1,,Catalog (default),,Instrumenty muzyczne i akcesoria,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Instrumenty muzyczne i akcesoria,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Instrumenty muzyczne i akcesoria,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Instrumenty muzyczne i akcesoria,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,,,
SUB_12008,MC_12001,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,1,1,1,1,0,1,,Catalog (default),,Sprzęt turystyczny,Outdoorausrüstung,Outdoorausrüstung,Sprzęt turystyczny,Outdoorausrüstung,Outdoorausrüstung,Sprzęt turystyczny,Outdoorausrüstung,Outdoorausrüstung,Sprzęt turystyczny,Outdoorausrüstung,Outdoorausrüstung,,,
SUB_12009,MC_12001,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,1,1,1,1,0,1,,Catalog (default),,Odzież sportowa i turystyczna,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Odzież sportowa i turystyczna,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Odzież sportowa i turystyczna,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Odzież sportowa i turystyczna,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,,,
SUB_12009_01,SUB_12009,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,1,1,1,1,0,1,,Catalog (default),,Odzież sportowa damska,Sportbekleidung Damen,Sportbekleidung Damen,Odzież sportowa damska,Sportbekleidung Damen,Sportbekleidung Damen,Odzież sportowa damska,Sportbekleidung Damen,Sportbekleidung Damen,Odzież sportowa damska,Sportbekleidung Damen,Sportbekleidung Damen,,,
SUB_12009_02,SUB_12009,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,1,1,1,1,0,1,,Catalog (default),,Odzież sportowa męska,Sportbekleidung Herren,Sportbekleidung Herren,Odzież sportowa męska,Sportbekleidung Herren,Sportbekleidung Herren,Odzież sportowa męska,Sportbekleidung Herren,Sportbekleidung Herren,Odzież sportowa męska,Sportbekleidung Herren,Sportbekleidung Herren,,,
SUB_12009_03,SUB_12009,Sportswear children,Sportswear children,Sportswear children,Sportswear children,1,1,1,1,0,1,,Catalog (default),,Odzież sportowa dziecięca,Sportbekleidung Kinder,Sportbekleidung Kinder,Odzież sportowa dziecięca,Sportbekleidung Kinder,Sportbekleidung Kinder,Odzież sportowa dziecięca,Sportbekleidung Kinder,Sportbekleidung Kinder,Odzież sportowa dziecięca,Sportbekleidung Kinder,Sportbekleidung Kinder,,,
SUB_12009_04,SUB_12009,Sports shoes,Sports shoes,Sports shoes,Sports shoes,1,1,1,1,0,1,,Catalog (default),,Obuwie sportowe,Sportschuhe,Sportschuhe,Obuwie sportowe,Sportschuhe,Sportschuhe,Obuwie sportowe,Sportschuhe,Sportschuhe,Obuwie sportowe,Sportschuhe,Sportschuhe,,,
SUB_12010,MC_12001,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,1,1,1,1,0,1,,Catalog (default),,Odżywki dla sportowców,Sportnahrung,Sportnahrung,Odżywki dla sportowców,Sportnahrung,Sportnahrung,Odżywki dla sportowców,Sportnahrung,Sportnahrung,Odżywki dla sportowców,Sportnahrung,Sportnahrung,,,
SUB_12011,MC_12001,Sports equipment,Sports equipment,Sports equipment,Sports equipment,1,1,1,1,0,1,,Catalog (default),,Wyposażenie sportowe,Sportausrüstung,Sportausrüstung,Wyposażenie sportowe,Sportausrüstung,Sportausrüstung,Wyposażenie sportowe,Sportausrüstung,Sportausrüstung,Wyposażenie sportowe,Sportausrüstung,Sportausrüstung,,,
MC_13001,shop,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,1,1,1,1,0,1,,Catalog (default),,Artykuły dla zwierząt,Tierbedarf,Tierbedarf,Artykuły dla zwierząt,Tierbedarf,Tierbedarf,Artykuły dla zwierząt,Tierbedarf,Tierbedarf,Artykuły dla zwierząt,Tierbedarf,Tierbedarf,,,
SUB_13001,MC_13001,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,1,1,1,1,0,1,,Catalog (default),,Artykuły i akcesoria dla psów,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Artykuły i akcesoria dla psów,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Artykuły i akcesoria dla psów,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Artykuły i akcesoria dla psów,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,,,
SUB_13001_01,SUB_13001,Dog food,Dog food,Dog food,Dog food,1,1,1,1,0,1,,Catalog (default),,Jedzenie dla psów,Hundefutter,Hundefutter,Jedzenie dla psów,Hundefutter,Hundefutter,Jedzenie dla psów,Hundefutter,Hundefutter,Jedzenie dla psów,Hundefutter,Hundefutter,,,
SUB_13001_02,SUB_13001,Dog toys,Dog toys,Dog toys,Dog toys,1,1,1,1,0,1,,Catalog (default),,Zabawki dla psów,Hundespielzeug,Hundespielzeug,Zabawki dla psów,Hundespielzeug,Hundespielzeug,Zabawki dla psów,Hundespielzeug,Hundespielzeug,Zabawki dla psów,Hundespielzeug,Hundespielzeug,,,
SUB_13002,MC_13001,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,1,1,1,1,0,1,,Catalog (default),,Artykuły i akcesoria dla kotów,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Artykuły i akcesoria dla kotów,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Artykuły i akcesoria dla kotów,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Artykuły i akcesoria dla kotów,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,,,
SUB_13002_01,SUB_13002,Cat food,Cat food,Cat food,Cat food,1,1,1,1,0,1,,Catalog (default),,Jedzenie dla kotów,Katzenfutter,Katzenfutter,Jedzenie dla kotów,Katzenfutter,Katzenfutter,Jedzenie dla kotów,Katzenfutter,Katzenfutter,Jedzenie dla kotów,Katzenfutter,Katzenfutter,,,
SUB_13002_02,SUB_13002,Cat toys,Cat toys,Cat toys,Cat toys,1,1,1,1,0,1,,Catalog (default),,Zabawki dla kotów,Katzenspielzeug,Katzenspielzeug,Zabawki dla kotów,Katzenspielzeug,Katzenspielzeug,Zabawki dla kotów,Katzenspielzeug,Katzenspielzeug,Zabawki dla kotów,Katzenspielzeug,Katzenspielzeug,,,
SUB_13003,MC_13001,Aquaristics,Aquaristics,Aquaristics,Aquaristics,1,1,1,1,0,1,,Catalog (default),,Akwarystyka,Aquaristik,Aquaristik,Akwarystyka,Aquaristik,Aquaristik,Akwarystyka,Aquaristik,Aquaristik,Akwarystyka,Aquaristik,Aquaristik,,,
SUB_13004,MC_13001,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,1,1,1,1,0,1,,Catalog (default),,Artykuły dla gryzoni i artykuły dla małych zwierząt,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Artykuły dla gryzoni i artykuły dla małych zwierząt,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Artykuły dla gryzoni i artykuły dla małych zwierząt,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Artykuły dla gryzoni i artykuły dla małych zwierząt,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,,,
SUB_13005,MC_13001,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,1,1,1,1,0,1,,Catalog (default),,Terrarystyka,Terraristik,Terraristik,Terrarystyka,Terraristik,Terraristik,Terrarystyka,Terraristik,Terraristik,Terrarystyka,Terraristik,Terraristik,,,
SUB_13006,MC_13001,Birds,Birds,Birds,Birds,1,1,1,1,0,1,,Catalog (default),,Ptaki,Vögel,Vögel,Ptaki,Vögel,Vögel,Ptaki,Vögel,Vögel,Ptaki,Vögel,Vögel,,,
SUB_13007,MC_13001,Horses,Horses,Horses,Horses,1,1,1,1,0,1,,Catalog (default),,Konie,Pferde,Pferde,Konie,Pferde,Pferde,Konie,Pferde,Pferde,Konie,Pferde,Pferde,,,
SUB_13008,MC_13001,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,1,1,1,1,0,1,,Catalog (default),,Ogród i oczko wodne,Garten & Teich,Garten & Teich,Ogród i oczko wodne,Garten & Teich,Garten & Teich,Ogród i oczko wodne,Garten & Teich,Garten & Teich,Ogród i oczko wodne,Garten & Teich,Garten & Teich,,,
MC_14001,shop,Vouchers,Vouchers,Vouchers,Vouchers,1,1,1,1,0,1,,Catalog (default),,Vouchery,Gutscheine,Gutscheine,Vouchery,Gutscheine,Gutscheine,Vouchery,Gutscheine,Gutscheine,Vouchery,Gutscheine,Gutscheine,,,
SUB_14001,MC_14001,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,1,0,1,0,0,1,,Catalog (default),,Vouchery prezentowe,Erlebnisgutscheine,Erlebnisgutscheine,Vouchery prezentowe,Erlebnisgutscheine,Erlebnisgutscheine,Vouchery prezentowe,Erlebnisgutscheine,Erlebnisgutscheine,Vouchery prezentowe,Erlebnisgutscheine,Erlebnisgutscheine,,,
9999999999,shop,Unsorted,Unsorted,Unsorted,Unsorted,0,0,1,0,0,1,,Catalog (default),,Nieskategoryzowane,Unsorted,Unsorted,Nieskategoryzowane,Unsorted,Unsorted,Nieskategoryzowane,Unsorted,Unsorted,Nieskategoryzowane,Unsorted,Unsorted,,,
9999999998,shop,Offers of the month,Offers of the month,Offers of the month,Offers of the month,0,0,1,0,0,1,,Catalog (default),,Oferty miesiąca,Angebote des Monats,Angebote des Monats,Oferty miesiąca,Angebote des Monats,Angebote des Monats,Oferty miesiąca,Angebote des Monats,Angebote des Monats,Oferty miesiąca,Angebote des Monats,Angebote des Monats,,,
9999999997,shop,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,0,0,1,0,0,1,,Catalog (default),,offline / dezaktywowany,offline / deactivated,offline / deactivated,offline / dezaktywowany,offline / deactivated,offline / deactivated,offline / dezaktywowany,offline / deactivated,offline / deactivated,offline / dezaktywowany,offline / deactivated,offline / deactivated,,,
