category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.nb_NO,name.fi_FI,name.da_DK,name.sv_SE,meta_title.nb_NO,meta_title.fi_FI,meta_title.da_DK,meta_title.sv_SE,meta_description.nb_NO,meta_description.fi_FI,meta_description.da_DK,meta_description.sv_SE,meta_keywords.nb_NO,meta_keywords.fi_FI,meta_keywords.da_DK,meta_keywords.sv_SE,category_image_name.nb_NO,category_image_name.fi_FI,category_image_name.da_DK,category_image_name.sv_SE
SUB_80004_06,SUB_80004,Pool Technology,Pool Technology,Pool Technology,Pool Technology,1,1,1,1,0,1,,Catalog (default),,Bassengteknologi,Pool Technology,Pool Technology,Pool Technology,Bassengteknologi,Pool Technology,Pool Technology,Pool Technology,Bassengteknologi,Pool Technology,Pool Technology,Pool Technology,Bassengteknologi,Pool Technology,Pool Technology,Pool Technology,,,,
SUB_80005,MC_80001,Household goods,Household goods,Household goods,Household goods,1,1,1,1,0,1,,Catalog (default),,Innbo,Household goods,Household goods,Household goods,Innbo,Household goods,Household goods,Household goods,Innbo,Household goods,Household goods,Household goods,Innbo,Household goods,Household goods,Household goods,,,,
SUB_80006,MC_80001,Home textiles,Home textiles,Home textiles,Home textiles,1,1,1,1,0,1,,Catalog (default),,Tekstiler i hjemmet,Home textiles,Home textiles,Home textiles,Tekstiler i hjemmet,Home textiles,Home textiles,Home textiles,Tekstiler i hjemmet,Home textiles,Home textiles,Home textiles,Tekstiler i hjemmet,Home textiles,Home textiles,Home textiles,,,,
SUB_80007,MC_80001,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,1,1,1,1,0,1,,Catalog (default),,Oppussing/DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Oppussing/DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Oppussing/DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Oppussing/DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,,,,
SUB_80007_01,SUB_80007,Electric Tools,Electric Tools,Electric Tools,Electric Tools,1,1,1,1,0,1,,Catalog (default),,Elektrisk verktøy,Electric Tools,Electric Tools,Electric Tools,Elektrisk verktøy,Electric Tools,Electric Tools,Electric Tools,Elektrisk verktøy,Electric Tools,Electric Tools,Electric Tools,Elektrisk verktøy,Electric Tools,Electric Tools,Electric Tools,,,,
SUB_80007_02,SUB_80007,Hand Tools,Hand Tools,Hand Tools,Hand Tools,1,1,1,1,0,1,,Catalog (default),,Håndverktøy,Hand Tools,Hand Tools,Hand Tools,Håndverktøy,Hand Tools,Hand Tools,Hand Tools,Håndverktøy,Hand Tools,Hand Tools,Hand Tools,Håndverktøy,Hand Tools,Hand Tools,Hand Tools,,,,
SUB_80007_03,SUB_80007,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,1,1,1,1,0,1,,Catalog (default),,Verktøytilbehør,Tool Accessories,Tool Accessories,Tool Accessories,Verktøytilbehør,Tool Accessories,Tool Accessories,Tool Accessories,Verktøytilbehør,Tool Accessories,Tool Accessories,Tool Accessories,Verktøytilbehør,Tool Accessories,Tool Accessories,Tool Accessories,,,,
SUB_80007_04,SUB_80007,Building needs,Building needs,Building needs,Building needs,1,1,1,1,0,1,,Catalog (default),,Bygningsbehov,Building needs,Building needs,Building needs,Bygningsbehov,Building needs,Building needs,Building needs,Bygningsbehov,Building needs,Building needs,Building needs,Bygningsbehov,Building needs,Building needs,Building needs,,,,
SUB_80007_05,SUB_80007,Electrics,Electrics,Electrics,Electrics,1,1,1,1,0,1,,Catalog (default),,Elektrisitet,Electrics,Electrics,Electrics,Elektrisitet,Electrics,Electrics,Electrics,Elektrisitet,Electrics,Electrics,Electrics,Elektrisitet,Electrics,Electrics,Electrics,,,,
SUB_80007_06,SUB_80007,Ironmongery,Ironmongery,Ironmongery,Ironmongery,1,1,1,1,0,1,,Catalog (default),,Jernvarehandel,Ironmongery,Ironmongery,Ironmongery,Jernvarehandel,Ironmongery,Ironmongery,Ironmongery,Jernvarehandel,Ironmongery,Ironmongery,Ironmongery,Jernvarehandel,Ironmongery,Ironmongery,Ironmongery,,,,
SUB_80007_07,SUB_80007,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,1,1,1,1,0,1,,Catalog (default),,Maling og renovering,Painting & Renovating,Painting & Renovating,Painting & Renovating,Maling og renovering,Painting & Renovating,Painting & Renovating,Painting & Renovating,Maling og renovering,Painting & Renovating,Painting & Renovating,Painting & Renovating,Maling og renovering,Painting & Renovating,Painting & Renovating,Painting & Renovating,,,,
SUB_80008,MC_80001,Kitchen,Kitchen,Kitchen,Kitchen,1,1,1,1,0,1,,Catalog (default),,Kjøkken ,Kitchen,Kitchen,Kitchen,Kjøkken ,Kitchen,Kitchen,Kitchen,Kjøkken ,Kitchen,Kitchen,Kitchen,Kjøkken ,Kitchen,Kitchen,Kitchen,,,,
SUB_80009,MC_80001,Indoor climate,Indoor climate,Indoor climate,Indoor climate,1,1,1,1,0,1,,Catalog (default),,Inneklima,Indoor climate,Indoor climate,Indoor climate,Inneklima,Indoor climate,Indoor climate,Indoor climate,Inneklima,Indoor climate,Indoor climate,Indoor climate,Inneklima,Indoor climate,Indoor climate,Indoor climate,,,,
SUB_80010,MC_80001,Furniture,Furniture,Furniture,Furniture,1,1,1,1,0,1,,Catalog (default),,Møbler,Furniture,Furniture,Furniture,Møbler,Furniture,Furniture,Furniture,Møbler,Furniture,Furniture,Furniture,Møbler,Furniture,Furniture,Furniture,,,,
SUB_80010_01,SUB_80010,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,1,1,1,1,0,1,,Catalog (default),,Kjøkkenmøbler,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kjøkkenmøbler,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kjøkkenmøbler,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kjøkkenmøbler,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,,,,
SUB_80010_02,SUB_80010,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,1,1,1,1,0,1,,Catalog (default),,Soveromsmøbler,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Soveromsmøbler,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Soveromsmøbler,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Soveromsmøbler,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,,,,
SUB_80010_03,SUB_80010,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,1,1,1,1,0,1,,Catalog (default),,Stuemøbler,Living Room Furniture,Living Room Furniture,Living Room Furniture,Stuemøbler,Living Room Furniture,Living Room Furniture,Living Room Furniture,Stuemøbler,Living Room Furniture,Living Room Furniture,Living Room Furniture,Stuemøbler,Living Room Furniture,Living Room Furniture,Living Room Furniture,,,,
SUB_80010_04,SUB_80010,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,1,1,1,1,0,1,,Catalog (default),,Spisestuemøbler,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Spisestuemøbler,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Spisestuemøbler,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Spisestuemøbler,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,,,,
SUB_80010_05,SUB_80010,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,1,1,1,1,0,1,,Catalog (default),,Arbeidsmøbler/Kontormøbler  ?,Working Space Furniture,Working Space Furniture,Working Space Furniture,Arbeidsmøbler/Kontormøbler  ?,Working Space Furniture,Working Space Furniture,Working Space Furniture,Arbeidsmøbler/Kontormøbler  ?,Working Space Furniture,Working Space Furniture,Working Space Furniture,Arbeidsmøbler/Kontormøbler  ?,Working Space Furniture,Working Space Furniture,Working Space Furniture,,,,
SUB_80010_06,SUB_80010,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,1,1,1,1,0,1,,Catalog (default),,Barnemøbler ,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Barnemøbler ,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Barnemøbler ,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Barnemøbler ,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,,,,
SUB_80010_07,SUB_80010,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,1,1,1,1,0,1,,Catalog (default),,Baderomsmøbler,Bath Furniture,Bath Furniture,Bath Furniture,Baderomsmøbler,Bath Furniture,Bath Furniture,Bath Furniture,Baderomsmøbler,Bath Furniture,Bath Furniture,Bath Furniture,Baderomsmøbler,Bath Furniture,Bath Furniture,Bath Furniture,,,,
SUB_80010_08,SUB_80010,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,1,1,1,1,0,1,,Catalog (default),,Entremøbler,Hall Furniture,Hall Furniture,Hall Furniture,Entremøbler,Hall Furniture,Hall Furniture,Hall Furniture,Entremøbler,Hall Furniture,Hall Furniture,Hall Furniture,Entremøbler,Hall Furniture,Hall Furniture,Hall Furniture,,,,
SUB_90001,MC_90001,Book world,Book world,Book world,Book world,1,1,1,1,0,1,,Catalog (default),,Bokverden,Book world,Book world,Book world,Bokverden,Book world,Book world,Book world,Bokverden,Book world,Book world,Book world,Bokverden,Book world,Book world,Book world,,,,
SUB_90002,MC_90001,Film world,Film world,Film world,Film world,1,1,1,1,0,1,,Catalog (default),,Filmverden,Film world,Film world,Film world,Filmverden,Film world,Film world,Film world,Filmverden,Film world,Film world,Film world,Filmverden,Film world,Film world,Film world,,,,
SUB_90003,MC_90001,Gaming World,Gaming World,Gaming World,Gaming World,1,1,1,1,0,1,,Catalog (default),,Spillverden,Gaming World,Gaming World,Gaming World,Spillverden,Gaming World,Gaming World,Gaming World,Spillverden,Gaming World,Gaming World,Gaming World,Spillverden,Gaming World,Gaming World,Gaming World,,,,
SUB_90004,MC_90001,Music World,Music World,Music World,Music World,1,1,1,1,0,1,,Catalog (default),,Musikkverden,Music World,Music World,Music World,Musikkverden,Music World,Music World,Music World,Musikkverden,Music World,Music World,Music World,Musikkverden,Music World,Music World,Music World,,,,
SUB_90005,MC_90001,Series world,Series world,Series world,Series world,1,1,1,1,0,1,,Catalog (default),,Serieverden,Series world,Series world,Series world,Serieverden,Series world,Series world,Series world,Serieverden,Series world,Series world,Series world,Serieverden,Series world,Series world,Series world,,,,
SUB_90006,MC_90001,Fan articles,Fan articles,Fan articles,Fan articles,1,1,1,1,0,1,,Catalog (default),,Fan-artikler,Fan articles,Fan articles,Fan articles,Fan-artikler,Fan articles,Fan articles,Fan articles,Fan-artikler,Fan articles,Fan articles,Fan articles,Fan-artikler,Fan articles,Fan articles,Fan articles,,,,
SUB_90006_01,SUB_90006,myWorld,myWorld,myWorld,myWorld,1,1,1,1,0,1,,Catalog (default),,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,,,,
SUB_90006_01_01,SUB_90006_01,Lyconet,Lyconet,Lyconet,Lyconet,1,1,1,1,0,1,,Catalog (default),,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,,,,
SUB_90006_01_01a,SUB_90006_01_01,Top-Seller,Top-Seller,Top-Seller,Top-Seller,1,0,1,0,0,1,,Catalog (default),,Topp-forhandler,Top-Seller,Top-Seller,Top-Seller,Topp-forhandler,Top-Seller,Top-Seller,Top-Seller,Topp-forhandler,Top-Seller,Top-Seller,Top-Seller,Topp-forhandler,Top-Seller,Top-Seller,Top-Seller,,,,
SUB_90006_01_01b,SUB_90006_01_01,Travel,Travel,Travel,Travel,1,0,1,0,0,1,,Catalog (default),,Reise,Travel,Travel,Travel,Reise,Travel,Travel,Travel,Reise,Travel,Travel,Travel,Reise,Travel,Travel,Travel,,,,
SUB_90006_01_01c,SUB_90006_01_01,Clothing,Clothing,Clothing,Clothing,1,0,1,0,0,1,,Catalog (default),,Klær,Clothing,Clothing,Clothing,Klær,Clothing,Clothing,Clothing,Klær,Clothing,Clothing,Clothing,Klær,Clothing,Clothing,Clothing,,,,
SUB_90006_01_01d,SUB_90006_01_01,CFF,CFF,CFF,CFF,1,0,1,0,0,1,,Catalog (default),,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,,,,
SUB_90006_01_01e,SUB_90006_01_01,Eventbranding,Eventbranding,Eventbranding,Eventbranding,1,0,1,0,0,1,,Catalog (default),,Event merkevarebygging,Eventbranding,Eventbranding,Eventbranding,Event merkevarebygging,Eventbranding,Eventbranding,Eventbranding,Event merkevarebygging,Eventbranding,Eventbranding,Eventbranding,Event merkevarebygging,Eventbranding,Eventbranding,Eventbranding,,,,
SUB_90006_01_01f,SUB_90006_01_01,Office,Office,Office,Office,1,0,1,0,0,1,,Catalog (default),,Kontor,Office,Office,Office,Kontor,Office,Office,Office,Kontor,Office,Office,Office,Kontor,Office,Office,Office,,,,
SUB_90006_01_02,SUB_90006_01,EliteClub,EliteClub,EliteClub,EliteClub,1,1,1,1,0,1,,Catalog (default),,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,,,,
SUB_90006_01_02a,SUB_90006_01_02,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,1,0,1,0,0,1,,Catalog (default),,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,,,,
SUB_90007,MC_90001,all other worlds,all other worlds,all other worlds,all other worlds,1,1,1,1,0,1,,Catalog (default),,alle andre verdener,all other worlds,all other worlds,all other worlds,alle andre verdener,all other worlds,all other worlds,all other worlds,alle andre verdener,all other worlds,all other worlds,all other worlds,alle andre verdener,all other worlds,all other worlds,all other worlds,,,,
